ID,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
seq592,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.40,0.00,1.00,0.00,1.00,1.00,1.00,1.67,0.00, 
seq593,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00, 
seq594,1.67,1.29,1.00,1.50,1.00,1.29,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00, 
seq595,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.29,0.00,0.00,1.00,0.00,1.33,1.00,1.00,0.00,1.00,0.00, 
seq596,1.00,1.00,0.00,0.00,0.00,1.40,0.00,1.00,1.29,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00, 
seq597,1.67,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,2.00,1.00,1.00, 
seq598,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.67,2.57,0.00,1.40,0.00,0.00,1.00,0.00,1.00, 
seq599,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq600,1.00,0.00,0.00,1.00,1.00,1.25,0.00,1.00,1.00,1.40,1.67,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq601,1.67,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.67,0.00,1.00,1.00,1.00,1.29,1.00,0.00,0.00,1.00,0.00, 
seq602,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq603,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,0.00,0.00,1.40,1.00,0.00, 
seq604,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.40,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00, 
seq605,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00, 
seq606,1.00,1.25,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.40,1.00,1.00,1.00,1.00,1.00, 
seq607,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,1.40,0.00,0.00,0.00, 
seq608,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq609,1.33,0.00,1.00,0.00,1.00,1.29,0.00,1.00,1.50,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq610,2.60,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq611,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00, 
seq612,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.33,0.00,1.29,1.00,0.00,1.40,1.00,1.00, 
seq613,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.50,0.00,1.00,1.00,1.00,0.00,1.00, 
seq614,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.67,0.00,0.00, 
seq615,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq616,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq617,1.40,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.40,1.00,0.00,0.00, 
seq618,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq619,1.00,0.00,0.00,0.00,0.00,1.29,0.00,1.00,1.00,0.00,0.00,1.40,1.00,0.00,1.00,1.21,1.00,0.00,0.00,0.00, 
seq620,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq621,0.00,0.00,0.00,0.00,1.00,1.00,1.50,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.50,0.00,0.00, 
seq622,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq623,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.67,1.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq624,1.00,0.00,0.00,1.00,0.00,1.29,0.00,1.00,1.00,1.33,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00, 
seq625,1.00,0.00,1.00,0.00,1.00,1.33,0.00,1.00,1.00,1.29,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq626,1.00,1.00,1.00,1.00,1.67,1.00,1.00,1.00,1.20,1.29,1.00,1.00,1.33,0.00,1.25,1.00,1.00,1.00,1.00,1.00, 
seq627,0.00,1.00,0.00,0.00,1.50,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,0.00,0.00, 
seq628,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.50,1.00,1.00,0.00,1.67,0.00,0.00,1.00,0.00,1.00,1.00,0.00, 
seq629,1.40,1.00,1.00,1.00,1.00,1.50,0.00,0.00,1.00,1.33,1.00,1.00,0.00,0.00,1.00,1.00,1.50,1.50,1.00,0.00, 
seq630,1.36,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.67, 
seq631,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.67,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq632,1.00,1.00,0.00,0.00,1.00,1.50,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.25,1.00,0.00,1.00,0.00,1.00, 
seq633,1.40,1.00,0.00,1.00,0.00,1.50,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq634,1.00,0.00,0.00,0.00,0.00,1.69,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.40,1.12,1.00,0.00,0.00,0.00, 
seq635,0.00,1.00,1.00,1.00,0.00,1.89,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,2.38,1.00,0.00,1.00,1.00,0.00, 
seq636,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.50,1.00,0.00,1.00,1.00,0.00,0.00,1.00, 
seq637,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,2.33,0.00,0.00,1.00,0.00,0.00,0.00,1.00, 
seq638,1.00,0.00,1.00,1.00,1.67,1.40,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.25,1.00,1.00,0.00,1.00,0.00,0.00, 
seq639,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00, 
seq640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq641,1.00,1.00,1.67,1.00,0.00,1.00,0.00,1.00,1.00,1.50,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq642,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.33,0.00,0.00, 
seq643,1.00,0.00,1.44,1.00,0.00,1.62,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq644,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.50,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.67,0.00,0.00, 
seq645,1.00,0.00,1.67,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq646,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00, 
seq647,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00, 
seq648,1.00,1.00,0.00,0.00,1.00,2.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00, 
seq649,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.33,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00, 
seq650,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.40,1.00,1.44,1.00,1.00,1.00,0.00,1.00, 
seq651,1.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.40, 
seq652,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00, 
seq653,1.50,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.29,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq654,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00, 
seq655,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq656,1.50,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00, 
seq657,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.50,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq658,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.67,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.50,0.00,0.00, 
seq659,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.67,0.00,1.00, 
seq660,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00, 
seq661,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq662,1.00,0.00,0.00,0.00,0.00,2.64,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,1.29,0.00,1.00,0.00,1.00, 
seq663,1.00,0.00,0.00,0.00,1.00,1.29,1.00,1.00,1.00,1.29,0.00,0.00,1.00,1.67,0.00,1.00,0.00,0.00,0.00,0.00, 
seq664,1.40,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.57,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00, 
seq665,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq666,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq667,1.00,1.00,1.00,0.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,1.00,1.67,0.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq668,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00, 
seq669,0.00,0.00,0.00,0.00,1.40,1.00,0.00,1.00,1.00,1.57,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00, 
seq670,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.33,1.40,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00, 
seq671,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq672,1.00,0.00,0.00,0.00,1.40,1.00,1.00,0.00,1.00,1.33,0.00,0.00,1.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00, 
seq673,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.57,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq674,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq675,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.40,0.00,1.00,0.00,1.50,1.00,1.00,0.00,0.00,0.00, 
seq676,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.67,0.00,1.00,0.00, 
seq677,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.25,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq678,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.33,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq679,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.33,1.00,0.00,0.00,1.67,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq680,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq681,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq682,1.00,1.00,1.00,1.00,1.00,1.36,0.00,1.00,1.29,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq683,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.50,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq684,1.00,1.00,1.00,1.00,1.00,1.59,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq685,1.00,0.00,1.00,0.00,1.50,1.67,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq686,1.33,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.40,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.67,0.00,1.00,0.00, 
seq687,1.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.29,0.00,0.00, 
seq688,1.67,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00, 
seq689,2.11,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq690,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00, 
seq691,0.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,0.00,1.67,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq692,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00, 
seq693,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.50,1.00,1.00,1.00,1.00,0.00, 
seq694,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.29,1.00,1.00,1.00,1.00,0.00,1.00, 
seq695,0.00,1.00,1.00,1.71,0.00,1.44,1.00,0.00,1.00,1.00,1.67,1.00,1.00,1.47,1.53,1.00,0.00,0.00,0.00,1.00, 
seq696,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00, 
seq697,1.00,1.22,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,0.00,1.00, 
seq698,2.33,1.29,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.40,1.00,1.40,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq699,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.57,1.33,0.00,0.00, 
seq700,0.00,0.00,1.00,1.50,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq701,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.67,1.29,0.00,1.00,1.00,1.00,0.00,1.00,0.00, 
seq702,1.00,1.00,1.29,1.00,1.00,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.18,1.29,1.56,1.20,1.25,2.00,1.00,1.00, 
seq703,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.67,1.00,1.20,1.50,1.00,1.00,1.29,1.00,1.00,1.00, 
seq704,1.00,1.00,1.00,1.73,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.43,1.00,1.00,1.00,1.00, 
seq705,1.29,1.00,1.17,1.00,1.00,1.29,1.00,1.29,1.40,1.44,1.33,1.00,1.00,1.00,1.50,1.00,1.00,1.00,0.00,1.00, 
seq706,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.29,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq707,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.71,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.25,1.25,1.00,0.00, 
seq708,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.44,1.62,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq709,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.40,1.15,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq710,1.00,1.00,1.00,1.00,1.67,0.00,1.00,1.00,1.00,1.00,0.00,1.80,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq711,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.20,1.25,1.00,1.67,1.00,1.00,1.00,1.17,1.91,1.00,1.00,1.00,1.67, 
seq712,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.40,1.00,1.33,1.00,1.00,1.12,1.18,1.00,1.00, 
seq713,1.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00,1.53,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.33,1.00,1.00,1.00, 
seq714,1.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq715,1.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00,1.22,1.29,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq716,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.29,1.00,1.00,1.29,1.00,1.20,1.40,1.33,1.29,1.00,1.00, 
seq717,1.17,1.40,1.00,1.00,1.00,1.00,1.33,1.00,1.17,1.29,1.00,1.00,1.00,1.00,1.20,1.78,1.00,1.00,1.00,1.00, 
seq718,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00, 
seq719,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,2.85,1.00,1.00,1.00,1.00,1.00,1.44,1.00,1.00,1.29,0.00,1.00, 
seq720,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.50,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.50,0.00,0.00, 
seq721,1.00,0.00,1.00,0.00,1.40,1.00,0.00,1.00,1.40,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00, 
seq722,1.67,0.00,1.00,0.00,1.00,1.00,0.00,1.57,1.40,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq723,1.50,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.29,1.00,1.00,0.00,0.00, 
seq724,1.00,1.00,1.00,1.00,1.00,1.80,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
seq725,1.00,0.00,1.00,1.00,1.00,1.32,1.00,1.00,1.14,0.00,0.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00, 
seq726,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00, 
seq727,1.00,1.22,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq728,1.00,0.00,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq729,1.00,0.00,0.00,0.00,1.00,1.50,1.50,1.33,1.00,1.00,0.00,0.00,0.00,0.00,3.50,1.00,0.00,0.00,0.00,0.00, 
seq730,1.00,0.00,0.00,0.00,1.00,1.00,1.33,1.29,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00, 
seq731,1.00,0.00,1.00,0.00,1.00,1.00,1.67,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq732,1.00,0.00,1.00,0.00,1.00,1.50,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.50,1.00,0.00,0.00,1.00,1.00,0.00, 
seq733,1.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.25,1.00,1.00,1.00,1.00,1.00, 
seq734,1.46,1.00,1.00,1.29,1.00,1.25,1.00,1.25,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00, 
seq735,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq736,1.00,1.00,1.00,1.33,0.00,1.00,1.00,1.29,1.40,1.18,0.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,0.00,1.00, 
seq737,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.29,1.00, 
seq738,1.00,0.00,1.00,0.00,1.00,1.50,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00, 
seq739,0.00,1.40,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00, 
seq740,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.50,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq741,1.00,1.62,1.00,1.50,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.29,1.29,1.00,1.00, 
seq742,1.00,0.00,1.00,1.36,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.40,1.00,0.00, 
seq743,1.00,1.29,1.00,1.00,1.33,1.17,1.00,1.00,1.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq744,0.00,0.00,0.00,1.00,2.14,1.00,0.00,0.00,1.40,1.50,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq745,0.00,1.00,0.00,1.00,0.00,1.50,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00, 
seq746,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.40,1.44,2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00, 
seq747,0.00,0.00,0.00,1.00,0.00,3.12,1.89,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00, 
seq748,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,0.00, 
seq749,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.33,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.18,0.00,0.00, 
seq750,1.35,1.25,1.00,1.00,0.00,1.00,1.29,1.00,1.31,1.22,1.00,1.00,1.00,1.29,1.62,1.25,1.00,1.00,1.00,1.00, 
seq751,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.22,0.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq752,1.25,1.29,1.00,1.00,1.00,1.00,1.22,1.00,1.36,1.29,1.00,1.00,1.00,1.00,1.42,1.27,1.25,1.00,1.00,0.00, 
